model,regime,strength,gap_subj,gap_obj,R,triggered
logistic,substantive,high,0.1642968574156144,0.18625963381790234,-0.13367739802064316,True
logistic,substantive,high,0.1042741997984965,0.1571044526754235,-0.5066474063480537,True
logistic,substantive,high,0.10115412522296463,0.10053413469237793,0.006129167043065351,True
logistic,substantive,high,0.1315189205655738,0.10972490775769472,0.16571009489857264,True
logistic,substantive,high,0.140084358287773,0.15498577410850456,-0.1063745874476566,True
logistic,substantive,high,0.16246559137338767,0.16185567010309276,0.0037541565887213315,True
logistic,substantive,high,0.14167534604155296,0.14839426619531326,-0.047424766139548796,True
logistic,substantive,high,0.19725538603969373,0.14670608827652432,0.25626320668880176,True
logistic,substantive,high,0.17952982963985853,0.13355342915719737,0.2560933777684244,True
logistic,substantive,high,0.13964665191080827,0.19496034989495226,-0.396097559284648,True
logistic,substantive,high,0.1262669281924247,0.13099019553885227,-0.03740700287908765,True
logistic,substantive,high,0.11286668714483183,0.14414771194563536,-0.27715019898354376,True
logistic,substantive,high,0.12617408344532954,0.13683760106299125,-0.08451432597314763,True
logistic,substantive,high,0.1972478205533068,0.18546242471101437,0.05974918155867479,True
logistic,substantive,high,0.12822069337650077,0.12323473854641398,0.038885726623286036,True
logistic,substantive,high,0.1042657355927058,0.14508925186162547,-0.39153338377996916,True
logistic,substantive,high,0.17360468701819298,0.1447344801795064,0.16629854489850904,True
logistic,substantive,high,0.12540863398648894,0.15091298201523606,-0.20336995323220625,True
logistic,substantive,high,0.11121873865612053,0.11497946317699881,-0.033813767053285315,True
logistic,substantive,high,0.1362054820609736,0.14100413423901592,-0.03523097679647107,True
logistic,substantive,high,0.18881484557879635,0.16078927970666623,0.1484288260608961,True
logistic,substantive,high,0.0790658493132752,0.08243929983060416,-0.0426663413677206,True
logistic,substantive,high,0.12796484065383518,0.1193577686741224,0.06726122531575877,True
logistic,substantive,high,0.19908169453348346,0.1513816929157269,0.23960013867439692,True
logistic,substantive,high,0.17501449275362324,0.15850394508427212,0.09433817399678923,True
logistic,substantive,high,0.21611424609517937,0.17521645563285115,0.1892415294284502,True
logistic,substantive,high,0.13453822206848842,0.1501565832196583,-0.1160886542949791,True
logistic,substantive,high,0.1620789819489591,0.14049858998659326,0.13314738100441545,True
logistic,substantive,high,0.17164840244207769,0.1587996290923922,0.07485518750470904,True
logistic,substantive,high,0.13530907668231607,0.18314590903395567,-0.3535374974433739,True
logistic,substantive,high,0.18660979631330032,0.1972405875133615,-0.05696802316965752,True
logistic,substantive,high,0.1715078667057559,0.1457675607835801,0.15008236308096962,True
logistic,substantive,high,0.12863128600191231,0.11140196889669085,0.1339434412944089,True
logistic,substantive,high,0.09196022248440916,0.0688292745276422,0.251532100856852,True
logistic,substantive,high,0.17215037501157449,0.15323701028063352,0.10986537049175366,True
logistic,substantive,high,0.19460431055387828,0.21242227741752662,-0.09155998041839492,True
logistic,substantive,high,0.12170882472247135,0.13138092597623474,-0.07946918619761849,True
logistic,substantive,high,0.1212965340179718,0.13333333333333341,-0.09923448689455702,True
logistic,substantive,high,0.1881868131868133,0.13962678624000724,0.25804160304580137,True
logistic,substantive,high,0.06469858861708966,0.1068620689655172,-0.6516908830572289,True
logistic,substantive,high,0.13602941176470584,0.18872075930254006,-0.3873526089267814,True
logistic,substantive,high,0.11509231568134692,0.12283059262970886,-0.06723539188999114,True
logistic,substantive,high,0.10727248710107973,0.13617875369563892,-0.2694658003717362,True
logistic,substantive,high,0.11999909074377157,0.10545597674700247,0.12119353493954664,True
logistic,substantive,high,0.18217885562713143,0.14148050810337276,0.2233977559232048,True
logistic,substantive,high,0.16982758620689653,0.2015322633907931,-0.18668743925543166,True
logistic,substantive,high,0.10898905016552074,0.15081422737362948,-0.3837557731220632,True
logistic,substantive,high,0.11060005551785823,0.11274366171118377,-0.019381601422247218,True
logistic,substantive,high,0.16040937299174152,0.14102188439020746,0.12086256706789943,True
logistic,substantive,high,0.2091763180555959,0.16954873572633378,0.18944583544457314,True
logistic,substantive,high,0.1405877864360534,0.047062294626741275,0.6652462079403488,True
logistic,substantive,high,0.0903040481320011,0.08225517366027046,0.08913082678159977,True
logistic,substantive,high,0.08500151694344071,0.11174089068825921,-0.3145752535523648,True
logistic,substantive,high,0.1336278309773522,0.05801615553121586,0.5658377816440897,True
logistic,substantive,high,0.08951563458001222,0.09202732597234264,-0.028058689458157062,True
logistic,substantive,high,0.15437670299727524,0.1410000930463371,0.086649149069949,True
logistic,substantive,high,0.15363550078575983,0.13819373948217872,0.10050907000403626,True
logistic,substantive,high,0.1468478342815056,0.13351199808463143,0.09081397939658768,True
logistic,substantive,high,0.08371731716559305,0.13025171034438288,-0.5558514624488585,True
logistic,substantive,high,0.1060089948638796,0.1281864170362853,-0.20920321149052049,True
logistic,substantive,high,0.1321193275067336,0.14963922243301953,-0.13260660084265866,True
logistic,substantive,high,0.1840659813695611,0.10160889360097825,0.44797570498933453,True
logistic,substantive,high,0.17986188513230594,0.18665147705845375,-0.037748920073607604,True
logistic,substantive,high,0.16052503429227793,0.17288023938724018,-0.07696746585000784,True
logistic,substantive,high,0.1358431573851009,0.13864700901838622,-0.0206403597152613,True
logistic,substantive,high,0.14749544197158315,0.09281007912221206,0.37075967988154446,True
logistic,substantive,high,0.17502829121086383,0.11686326413721582,0.3323178594229329,True
logistic,substantive,high,0.123743090702921,0.11918395573997242,0.036843551725195066,True
logistic,substantive,high,0.17516213753550947,0.14609415079747934,0.16594902955062057,True
logistic,substantive,high,0.13639807162534434,0.11769050607721276,0.1371541791259129,True
logistic,substantive,high,0.1019799744033727,0.11252992817238627,-0.10345122981973083,True
logistic,substantive,high,0.13738347835082354,0.14060001610472672,-0.023412842595886278,True
logistic,substantive,high,0.07507546079249894,0.10202967930841123,-0.35902834603188183,True
logistic,substantive,high,0.11299234938462444,0.19035619330622455,-0.6846821430206274,True
logistic,substantive,high,0.1780630069683905,0.11487179487179477,0.35488119162119586,True
logistic,mixed,low,0.7273648023938003,0.03603603603603611,0.9504567227924153,True
logistic,mixed,low,0.7306277877953877,0.016786337550031782,0.9770247753638234,True
logistic,mixed,low,0.7478365477899802,0.006144393241167445,0.9917837751319785,True
logistic,mixed,low,0.764645286686103,0.006446974624722324,0.9915686727728842,True
logistic,mixed,low,0.6703669587822167,0.020752086709533546,0.9690436910147964,True
logistic,mixed,low,0.7079307081067993,0.03328287553392406,0.9529856875075647,True
logistic,mixed,low,0.7138272355663661,0.012330847082435037,0.9827257262429172,True
logistic,mixed,low,0.6745621253085694,0.0434675911905682,0.9355617673158205,True
logistic,mixed,low,0.7175794765694492,0.055312661389024464,0.9229177210398225,True
logistic,mixed,low,0.7072880654788287,0.05988718726612463,0.915328435203298,True
logistic,mixed,low,0.6431419146042119,0.020078431372548944,0.9687807139969953,True
logistic,mixed,low,0.7280150103519668,0.014691133869951467,0.9798202871354962,True
logistic,mixed,low,0.6710697674418604,0.01762947708632756,0.9737292932245604,True
logistic,mixed,low,0.6718969144460027,0.01318991141158643,0.9803691442422208,True
logistic,mixed,low,0.713711696766722,0.0006036447088638708,0.9991542177162032,True
logistic,mixed,low,0.7080397417376691,0.012647729628861737,0.9821369777947467,True
logistic,mixed,low,0.7583229000682904,0.00643408878702989,0.991515370580988,True
logistic,mixed,low,0.6750237899358145,0.011470200728512792,0.9830077089140763,True
logistic,mixed,low,0.7006266134192353,0.009458477702023016,0.9864999737080166,True
logistic,mixed,low,0.7578173858661663,0.00381048525083838,0.9949717632217119,True
logistic,mixed,low,0.6976454293628809,0.023480079501935536,0.9663438209243648,True
logistic,mixed,low,0.7315940956375149,0.04065678146008844,0.9444271328834879,True
logistic,mixed,low,0.7001662238076172,0.027030597308008164,0.9613940284622537,True
logistic,mixed,low,0.7029632680276912,0.02702092144730739,0.9615614034526723,True
logistic,mixed,low,0.6529086747485934,0.010843195239903292,0.9833924779080649,True
logistic,mixed,low,0.6801054018445323,0.013157894736842146,0.9806531536124309,True
logistic,mixed,low,0.6699480842795555,0.008191870703603388,0.9877723798368455,True
logistic,mixed,low,0.720774051490515,0.009073467680279279,0.987411495098199,True
logistic,mixed,low,0.7116016759263328,0.009735878156930777,0.9863183597140113,True
logistic,mixed,low,0.7074088924529983,3.553660270072534e-05,0.999949765117346,True
logistic,mixed,low,0.6849619239111505,0.02889516843971629,0.9578149274711153,True
logistic,mixed,low,0.6447931851311953,0.015931285067744105,0.9752924109076888,True
logistic,mixed,low,0.7327628738822078,0.007099892054654444,0.9903107917885646,True
logistic,mixed,low,0.7035001710181279,0.02241367009132411,0.968139780181025,True
logistic,mixed,low,0.7002023060406349,0.07298383328660873,0.8957675051096258,True
logistic,mixed,low,0.7023232504848872,0.006960490657538121,0.9900893347148445,True
logistic,mixed,low,0.6302587540936408,0.031912734652460695,0.9493656622059085,True
logistic,mixed,low,0.6961038961038961,0.006940108841564263,0.9900300675223797,True
logistic,mixed,low,0.6810631947748604,0.002315789473684271,0.996599743619313,True
logistic,mixed,low,0.709292188725356,0.0372559908336203,0.9474744098048341,True
logistic,mixed,low,0.6664057223552526,0.003986386183424395,0.9940180793025974,True
logistic,mixed,low,0.7235531948628507,0.04645868901650363,0.9357909144118839,True
logistic,mixed,low,0.7813335181804879,0.005436317178343919,0.9930422578171181,True
logistic,mixed,low,0.6531133519048927,0.03020358628888442,0.9537544498197876,True
logistic,mixed,low,0.7502876072996464,0.004674108283808542,0.9937702445857648,True
logistic,mixed,low,0.7095418044402456,0.0056416482182389815,0.9920488853751336,True
logistic,mixed,low,0.6489161240903869,0.0350162471506863,0.946038870278081,True
logistic,mixed,low,0.7009780375472772,0.05998657304483723,0.9144244614927876,True
logistic,mixed,low,0.711316560348545,0.044613668366151105,0.9372801494396666,True
logistic,mixed,low,0.7633867443260077,0.026400138644054105,0.9654170853236878,True
logistic,mixed,low,0.6871380005036515,0.05087014725568939,0.9259680774190874,True
logistic,mixed,low,0.6928951149989399,0.010418557704177545,0.9849637304713954,True
logistic,mixed,low,0.7268254849330484,0.03230717890960666,0.9555502942875171,True
logistic,mixed,low,0.6845814466504122,0.0059212271988232645,0.9913505876798221,True
logistic,mixed,low,0.7412146181429771,0.0029873554740768027,0.9959696484648923,True
logistic,mixed,low,0.7276781609195402,0.02496568886610373,0.9656913039212892,True
logistic,mixed,low,0.7135959673273107,0.0012630282960792716,0.9982300512420077,True
logistic,mixed,low,0.741342571842142,0.00557182944959056,0.9924841366714645,True
logistic,mixed,low,0.6638705283820054,0.005826349454307489,0.9912236660535186,True
logistic,mixed,low,0.7751613849765258,0.03965201465201462,0.9488467622091168,True
logistic,mixed,low,0.684537239265033,0.005569802853021333,0.9918634041604494,True
logistic,mixed,low,0.6512750571165485,0.01888421164810572,0.9710042455307385,True
logistic,mixed,low,0.6770950243172466,0.02346662332032945,0.965342200906007,True
logistic,mixed,low,0.6786422051405236,0.027387793304601504,0.9596432507481163,True
logistic,mixed,low,0.752377504737974,0.0122439605028829,0.9837263070389817,True
logistic,mixed,low,0.7277551407182792,0.003842374646193525,0.994720237025875,True
logistic,mixed,low,0.6980498462534391,0.030517102468321955,0.9562823448323744,True
logistic,mixed,low,0.6605224684657884,0.012283410354575808,0.9814034935357964,True
logistic,mixed,low,0.7450557143690566,0.0019960661470095342,0.9973209169347826,True
logistic,mixed,low,0.6390379998535651,0.00797522681588525,0.9875199490206955,True
logistic,mixed,low,0.7049373683095241,0.0572057815237792,0.9188498381622731,True
logistic,mixed,low,0.6842597422670453,0.021949960033105342,0.9679215966142007,True
logistic,mixed,low,0.7046295355410284,0.0011923468138240745,0.9983078387242048,True
logistic,mixed,low,0.6242083095514575,0.008075370121130576,0.987063020473192,True
logistic,mixed,low,0.7390245775729647,0.011270779020547739,0.9847491147621069,True
logistic,mixed,low,0.6922763944107322,0.0405585585585585,0.9414127667994774,True
logistic,mixed,low,0.6773812706050075,0.018074195998987075,0.9733175439249391,True
logistic,mixed,low,0.6988620710765557,0.01803200469793731,0.9741980493086997,True
logistic,mixed,low,0.7070314724743995,0.01910781034821951,0.9729745971825725,True
logistic,mixed,low,0.6681651560926486,0.02281135767824838,0.9658597017964143,True
logistic,mixed,low,0.693026897568165,0.04515949070949743,0.9348373189150921,True
logistic,mixed,low,0.7244921727536325,0.03505414983694921,0.9516155575515519,True
logistic,mixed,low,0.6817034518527055,0.01454576693441001,0.978662618041792,True
logistic,mixed,low,0.7453785122091563,0.013172055879729805,0.9823283665091305,True
logistic,mixed,low,0.6844483489469662,0.01910485683572749,0.9720872190500268,True
logistic,mixed,low,0.6669921288229286,0.02174922600619189,0.967392079956665,True
logistic,mixed,low,0.7721038628109766,0.0034097340124504827,0.995583840236161,True
logistic,mixed,low,0.7223224788024383,0.009237515401898988,0.9872113693357375,True
logistic,mixed,low,0.728891565228612,0.05894998622409764,0.919123791471495,True
logistic,mixed,low,0.7033145668005304,0.0038149050101112802,0.9945758197111347,True
logistic,mixed,low,0.6312377129750983,0.06787459939484008,0.8924737891927607,True
logistic,mixed,low,0.7313200302733834,0.02197767447743726,0.9699479385663462,True
logistic,mixed,low,0.747679938926927,0.014492933300272681,0.9806161265727245,True
logistic,mixed,low,0.6492278860569716,0.012796816839943603,0.9802891756272764,True
logistic,mixed,low,0.7022958739473694,0.012106646379417607,0.9827613306178631,True
logistic,mixed,low,0.664562106652502,0.014595911682395935,0.9780367981618487,True
logistic,mixed,low,0.6443409247757074,0.034470455661413824,0.9465027684320799,True
logistic,mixed,low,0.7078267477203648,0.009910809910809948,0.9859982545972884,True
logistic,mixed,low,0.7078980931590024,0.011211626819368048,0.9841620892502535,True
logistic,mixed,low,0.6504262460642785,0.024966508342467386,0.9616151585309796,True
logistic,mixed,med,0.5409476022504018,0.03327341654487315,0.9384904999921396,True
logistic,mixed,med,0.4540886809269162,0.04813249110044182,0.8940020019829815,True
logistic,mixed,med,0.4599413059427732,0.05891068152956114,0.8719169581675038,True
logistic,mixed,med,0.4463071990331277,0.03922356702443486,0.9121153162901963,True
logistic,mixed,med,0.49632293237443453,0.025215143120960293,0.9491960949691973,True
logistic,mixed,med,0.4629864956873858,0.07002017309819741,0.848764113531562,True
logistic,mixed,med,0.5279719884152412,0.04997846606610923,0.9053387922792563,True
logistic,mixed,med,0.48377482661247445,0.02775266726696024,0.942633089321137,True
logistic,mixed,med,0.45549699897525986,0.053911993465212915,0.8816413860321808,True
logistic,mixed,med,0.4892625714786099,0.07908458022367726,0.8383596358399659,True
logistic,mixed,med,0.509345972341429,0.0744673232545956,0.8537981503765028,True
logistic,mixed,med,0.4499567411292446,0.04552898550724638,0.8988147496290788,True
logistic,mixed,med,0.46276968230984483,0.0706359945872802,0.8473625276515278,True
logistic,mixed,med,0.4629986091794159,0.04141037527071112,0.9105604758854378,True
logistic,mixed,med,0.475969242410754,0.04647939584424654,0.9023479004466101,True
logistic,mixed,med,0.4619147296566123,0.07325196598227957,0.8414166916981948,True
logistic,mixed,med,0.5129261874454155,0.047133192857934936,0.9081092094504324,True
logistic,mixed,med,0.4459405884518449,0.026347371117046547,0.9409173064768208,True
logistic,mixed,med,0.45554407882871806,0.06407606299554058,0.8593416839918299,True
logistic,mixed,med,0.45477732793522263,0.006337381725744939,0.9860648688127926,True
logistic,mixed,med,0.4178116001645413,0.01627334414219661,0.9610509996951069,True
logistic,mixed,med,0.5110166806237693,0.07023470839260315,0.8625588732115914,True
logistic,mixed,med,0.4497522571675679,0.0421319073083779,0.9063219658446751,True
logistic,mixed,med,0.4918914391020271,0.00017361111111102723,0.9996470540096652,True
logistic,mixed,med,0.4761564365614337,0.07525033467202147,0.8419630001949734,True
logistic,mixed,med,0.5710426528538501,0.08212663507905071,0.8561812595458262,True
logistic,mixed,med,0.4174994729074425,0.026369486164855682,0.9368394743561709,True
logistic,mixed,med,0.5529962160302717,0.07712824757730596,0.8605266268710167,True
logistic,mixed,med,0.4951716738197425,0.06008835430820059,0.8786514708228755,True
logistic,mixed,med,0.4735713798047381,0.05294241270361433,0.8882060551770603,True
logistic,mixed,med,0.47697500900862705,0.041122715404699695,0.9137843395817077,True
logistic,mixed,med,0.4744712815725956,0.027990298040175277,0.9410073925920157,True
logistic,mixed,med,0.48463275795163,0.01729511867442901,0.9643129392500637,True
logistic,mixed,med,0.4271603824643695,0.05919717288872772,0.8614169868769009,True
logistic,mixed,med,0.5082107478269918,0.07161108345777334,0.8590917571815077,True
logistic,mixed,med,0.45783415550857404,0.023062246432320466,0.9496275099731204,True
logistic,mixed,med,0.4272483901309601,0.06465563249102191,0.8486696872720721,True
logistic,mixed,med,0.4554534646087762,0.04869450337996717,0.893085667002677,True
logistic,mixed,med,0.5104710240500958,0.08643356794568235,0.830678796888577,True
logistic,mixed,med,0.4650128337434839,0.015851908139142168,0.9659108158122651,True
logistic,mixed,med,0.4581986713349493,0.053265675969554116,0.8837498244716292,True
logistic,mixed,med,0.45135018919848646,0.05744418572798249,0.8727281230789055,True
logistic,mixed,med,0.429418307196085,0.028816108614423186,0.9328950160448913,True
logistic,mixed,med,0.44686040999267357,0.06898364090195708,0.8456259732136752,True
logistic,mixed,med,0.458482801843926,0.005571193994839296,0.9878486303686135,True
logistic,mixed,med,0.42340526374484216,0.013390190482511444,0.9683750023226428,True
logistic,mixed,med,0.4174262503501627,0.022888208204526084,0.9451682586197536,True
logistic,mixed,med,0.41693121693121693,0.022661122661122635,0.9456478149371551,True
logistic,mixed,med,0.4324753523456627,0.005229669347631805,0.9879075898331151,True
logistic,mixed,med,0.43339235412474847,0.02059473578460924,0.9524801589400417,True
logistic,mixed,med,0.47357787104840154,0.03924805066770232,0.9171243990332246,True
logistic,mixed,med,0.4402908435891944,0.0373624413453173,0.9151414527707561,True
logistic,mixed,med,0.4597772153916665,0.04728260869565226,0.8971619142645553,True
logistic,mixed,med,0.5211737664811302,0.05668732265329757,0.8912314350815468,True
logistic,mixed,med,0.5090568288318991,0.037296645015195695,0.9267338283217259,True
logistic,mixed,med,0.4400409116223279,0.033568172399502716,0.9237157920709128,True
logistic,mixed,med,0.42983038945605784,0.002428366762177614,0.9943504069936733,True
logistic,mixed,med,0.43785698654119704,0.07895834531960189,0.8196709251042797,True
logistic,mixed,med,0.5029168500276453,0.07836800250714926,0.8441730427150306,True
logistic,mixed,med,0.49699621315700065,0.07346909508102684,0.8521737326440795,True
logistic,mixed,med,0.42158587048705387,0.006226180073992782,0.985231525746345,True
logistic,mixed,med,0.44600951034571396,0.057978231619775,0.8700067369082903,True
logistic,mixed,med,0.46178822126460145,0.014183787808816017,0.969285081005371,True
logistic,mixed,med,0.45844862234700035,0.030120910384068278,0.9342981766858278,True
logistic,mixed,med,0.5261794198802072,0.03672846237731742,0.9301978355868057,True
logistic,mixed,med,0.49348448646908305,0.0012420091324201188,0.9974831850514556,True
logistic,mixed,med,0.4160812131960075,0.006821282401091366,0.9836058870606157,True
logistic,mixed,med,0.42254286335197705,0.07168896945626135,0.8303391781662997,True
logistic,mixed,med,0.45496147680852167,0.045195974702095465,0.90065977669332,True
logistic,mixed,med,0.4459957092935816,0.03756901093349696,0.9157637390884253,True
logistic,mixed,med,0.5241145833333334,0.06865363559671889,0.8690102550475005,True
logistic,mixed,med,0.5418634792626728,0.02825933921109347,0.9478478615138509,True
logistic,mixed,med,0.39710770214125923,0.01996038716992221,0.9497355829103967,True
logistic,mixed,med,0.4338151604825859,0.0219327533679734,0.9494421694631997,True
logistic,mixed,med,0.5204099821746879,0.023052891601278658,0.9557024415539739,True
logistic,mixed,med,0.468479796066003,0.03750475021193256,0.9199437189674481,True
logistic,mixed,med,0.4572380496812878,0.020527040742351788,0.955106446725814,True
logistic,mixed,med,0.4727782571182053,0.06334283595027657,0.8660199892939674,True
logistic,mixed,med,0.41425778522552714,0.01564124546267076,0.962242724167138,True
logistic,mixed,med,0.45769248781670374,0.03830731931254128,0.916303368894526,True
logistic,mixed,med,0.40290313993078425,0.027935219722578397,0.9306651724596203,True
logistic,mixed,med,0.4811385870340264,0.06187803577775142,0.8713924897206896,True
logistic,mixed,med,0.45238127664210714,0.013772081236916534,0.9695564738241542,True
logistic,mixed,med,0.4310891508435095,0.05071365832235397,0.8823592330655438,True
logistic,mixed,med,0.41269177126917717,0.017264481550195887,0.9581661599476498,True
logistic,mixed,med,0.4871627574976858,0.03882952657018812,0.9202945504914287,True
logistic,mixed,med,0.4766739336991781,0.009796256682556459,0.9794487258689947,True
logistic,mixed,med,0.4392860322264756,0.050793650793650724,0.8843722607427138,True
logistic,mixed,med,0.4884531590413943,0.055937650737904354,0.8854800103091075,True
logistic,mixed,med,0.41364643799472295,0.017384343680900582,0.9579729399697566,True
logistic,mixed,med,0.4781171931821775,0.05808146176971052,0.878520449383673,True
logistic,mixed,med,0.5016951161688004,0.04093280068273453,0.9184110042861923,True
logistic,mixed,med,0.48282599580712793,0.0009112073042086832,0.9981127625436045,True
logistic,mixed,med,0.5144102203215504,0.019105984138428234,0.9628584670683927,True
logistic,mixed,med,0.480778830383052,0.03757025147215154,0.9218554372657837,True
logistic,mixed,med,0.45200516786842887,0.043432831759680046,0.903910762869148,True
logistic,mixed,med,0.5300248747503766,0.049005609852706855,0.9075409246107802,True
logistic,mixed,med,0.4891435332864395,0.05181936707360435,0.8940610198290013,True
logistic,mixed,med,0.48608991298009024,0.0421263462043604,0.9133363086139871,True
logistic,mixed,med,0.5080750076648354,0.022153364994787483,0.956397451831755,True
logistic,mixed,high,0.5038672401915094,0.0647262569832403,0.8715410492679794,True
logistic,mixed,high,0.5091303063134048,0.09048124088558929,0.8222827441941909,True
logistic,mixed,high,0.46452632334985283,0.047384759344388905,0.8979933817255354,True
logistic,mixed,high,0.491070325476684,0.027329221576477103,0.9443476419595329,True
logistic,mixed,high,0.5668109104106759,0.032594892055876956,0.9424942402180284,True
logistic,mixed,high,0.450381066765554,0.044896524939431526,0.9003143598778267,True
logistic,mixed,high,0.5392533024177348,0.11524579329978146,0.7862863467259662,True
logistic,mixed,high,0.5423672826001917,0.09641212622399309,0.8222383072928393,True
logistic,mixed,high,0.4557065217391305,0.037899005756148574,0.9168346206424408,True
logistic,mixed,high,0.4489710023325214,0.02304689784223135,0.948667290933052,True
logistic,mixed,high,0.4847373347373347,0.011429812229861724,0.9764206067682919,True
logistic,mixed,high,0.47748939779474125,0.09341235861481967,0.8043676801071614,True
logistic,mixed,high,0.4777748392582418,0.08769357045143644,0.8164541887815125,True
logistic,mixed,high,0.46965271015903926,0.05140019889088254,0.8905570056787774,True
logistic,mixed,high,0.5671488363926757,0.020911915308764017,0.9631279939816622,True
logistic,mixed,high,0.5430428431215905,0.12952116851139106,0.7614899631733283,True
logistic,mixed,high,0.5174938010758906,0.05819408561179151,0.8875463136161175,True
logistic,mixed,high,0.5458734981040705,0.08501082090658452,0.8442664441453114,True
logistic,mixed,high,0.48543585470759115,0.03878146486853362,0.9201100114619796,True
logistic,mixed,high,0.4666923984484283,0.09225384547834825,0.8023240880180251,True
logistic,mixed,high,0.4707474613951812,0.062459164842218695,0.8673191679948631,True
logistic,mixed,high,0.4597687007874016,0.0728709887786998,0.841505111909748,True
logistic,mixed,high,0.5256130750953993,0.10849964258985179,0.7935750693223167,True
logistic,mixed,high,0.4970648809662331,0.049869921363643877,0.8996712033513555,True
logistic,mixed,high,0.49974923850676495,0.05160497109058282,0.89673826968746,True
logistic,mixed,high,0.5123787249296295,0.08902573075801423,0.8262501418843238,True
logistic,mixed,high,0.5358820871922295,0.07081769072180333,0.8678483710980996,True
logistic,mixed,high,0.48231353180591763,0.1552330694810906,0.6781490477784143,True
logistic,mixed,high,0.47359329792287425,0.09276097929147598,0.804133673980787,True
logistic,mixed,high,0.4869554516367216,0.08955218520261021,0.8160977869708338,True
logistic,mixed,high,0.4598818464116579,0.08712961694745014,0.8105391251529048,True
logistic,mixed,high,0.5291583972690225,0.046357868990292705,0.9123932092365067,True
logistic,mixed,high,0.5197409338143001,0.0319086458842498,0.9386066330198835,True
logistic,mixed,high,0.47976630952053057,0.08770024123947573,0.8172021680156706,True
logistic,mixed,high,0.544344657866982,0.05825510202182094,0.8929812184616748,True
logistic,mixed,high,0.4588450100283561,0.11811870430731264,0.742573850154733,True
logistic,mixed,high,0.4846699544346253,0.07367207260824282,0.8479953792593098,True
logistic,mixed,high,0.49176181295867555,0.04254414316333821,0.9134862812804186,True
logistic,mixed,high,0.4794399896719407,0.07920105176520287,0.8348050778588649,True
logistic,mixed,high,0.5625814863102999,0.09914577530176416,0.8237663739132025,True
logistic,mixed,high,0.5009562641166291,0.09019361054136366,0.8199571160160891,True
logistic,mixed,high,0.4445729708887604,0.03376793027256175,0.9240441221492725,True
logistic,mixed,high,0.4637767272038371,0.050095764272559906,0.8919830139502838,True
logistic,mixed,high,0.5183529118950253,0.06936058299188097,0.8661904247083161,True
logistic,mixed,high,0.4930871292380122,0.03279950951243016,0.9334813107713508,True
logistic,mixed,high,0.47619047619047616,0.11200537554128709,0.7647887113632971,True
logistic,mixed,high,0.4927380603733472,0.09402102355668773,0.8091866021361368,True
logistic,mixed,high,0.4977142154561509,0.10332415486182533,0.7924026446238237,True
logistic,mixed,high,0.5750562301280033,0.04350895839659885,0.9243396452084102,True
logistic,mixed,high,0.49618762667696165,0.218959917734442,0.5587154818816273,True
logistic,mixed,high,0.5103515843690516,0.11678972079526506,0.7711583066021979,True
logistic,mixed,high,0.4908738014185572,0.05362960259159555,0.8907466594537874,True
logistic,mixed,high,0.5517753047164813,0.1052900940100242,0.8091794012707303,True
logistic,mixed,high,0.505056691308778,0.10640551860064051,0.789319653750341,True
logistic,mixed,high,0.5037151141718014,0.08229369809835108,0.8366265061677636,True
logistic,mixed,high,0.527948332301159,0.05480673227784916,0.8961892122303635,True
logistic,mixed,high,0.5337422157661837,0.09955115034258954,0.8134845860005949,True
logistic,mixed,high,0.523365461077304,0.11129039876807967,0.7873562413939245,True
logistic,mixed,high,0.4479777388413415,0.07118071854125296,0.8411065721137033,True
logistic,mixed,high,0.5217155734302303,0.10433171386469409,0.8000218525609213,True
logistic,mixed,high,0.578794131132508,0.08472209811455633,0.8536230871090843,True
logistic,mixed,high,0.4435539964314876,0.061942928149824716,0.8603486189997781,True
logistic,mixed,high,0.49165214110120214,0.08703369046082354,0.8229770946061873,True
logistic,mixed,high,0.5329310749966913,0.06990376379486485,0.8688315111005699,True
logistic,mixed,high,0.4852395884909501,0.06366315449517579,0.868800576034692,True
logistic,mixed,high,0.4160481145205116,0.11743657186695156,0.7177331953485832,True
logistic,mixed,high,0.49466389466389465,0.03507811722559462,0.9290869667182221,True
logistic,mixed,high,0.4553633842199021,0.08583106267029972,0.8115108380588402,True
logistic,mixed,high,0.4976028064704736,0.06754918183489611,0.8642508021326759,True
logistic,mixed,high,0.5608060828041328,0.07016780586061588,0.8748804479620406,True
logistic,mixed,high,0.46398980792071803,0.10850369781955527,0.766150687003678,True
logistic,mixed,high,0.545040519724064,0.12054593935011526,0.7788312336647123,True
logistic,mixed,high,0.548936170212766,0.05018864031597259,0.9085710815949336,True
logistic,mixed,high,0.5308944802686111,0.10855041140560417,0.795532981712897,True
logistic,mixed,high,0.5062418969735013,0.025045569858122674,0.9505264775439286,True
logistic,mixed,high,0.46640192110242773,0.04873774873774872,0.8955026844174484,True
logistic,mixed,high,0.5714040194040193,0.09900867134526337,0.8267273803069665,True
logistic,mixed,high,0.5272802192483939,0.07880201630201633,0.8505500236395291,True
logistic,mixed,high,0.5572188869707615,0.08257944099668701,0.8518007143555058,True
logistic,mixed,high,0.4771331942824148,0.04593292304756458,0.903731445227479,True
logistic,mixed,high,0.5262502665813606,0.08666087962962965,0.835323827591389,True
logistic,mixed,high,0.4583306200976765,0.05876718357625499,0.8717799313435989,True
logistic,mixed,high,0.4954149216423152,0.11072430471807349,0.7765018777572966,True
